Singapore,Kuwait,Norway,Switzerland,China Hong Kong,Saudi Arabia,Denmark,Sweden,Canada,Australia,Taiwan,United Kingdom,Japan,New Zealand,Hungary,Mexico,Thailand,South Africa,Philippines,India
0.046959405,-0.005239973,0.003080292,-0.151894739,0.000232278,-1.60E-07,0.094533987,0.033187039,0.005930918,0.071732564,-0.013236274,-0.064222827,-0.051388637,0.069193864,0.0685935,-0.033619253,0.024929856,0.094577658,0.033390318,0.031088601
-0.047078439,-0.039748057,0.014635436,0.080066922,0.000657509,0.000173204,-0.081249353,-0.060780219,-0.003937306,-0.089826964,-0.017757968,0.003145965,-0.008952723,-0.139408403,-0.191350748,-0.030584847,-0.002593365,-0.090642043,0.006280603,-0.000265641
-0.022772977,-0.012488605,-0.018632454,0.004225111,0.00030307,0.000706412,-0.007113808,-0.072371204,-0.02308905,0.006853585,-0.035948277,-0.011286299,0.079456889,-0.010025677,-0.00647133,-0.041295124,-0.028772666,0.02368872,-0.025731249,-0.042343915
0.017847093,0.008951341,0.044718944,-0.024219663,-0.000451797,8.00E-05,0.045479326,0.086993154,-0.008469384,0.086216549,-0.02919635,-0.005551726,0.00974997,0.132889812,0.023587898,0.073102316,0.022635301,0.062578575,0.012593005,0.011787095
0.028795039,0.002403788,0.027595466,0.002097127,0.000273575,0.000106659,-0.001167637,0.032584907,-0.060633547,0.057963791,-0.016719959,0.033283695,-0.003458299,-0.001662122,0.073117106,0.022229318,0.007497778,0.121930237,0.00319757,0.016916553
0.022198249,0.013770726,0.045315703,-0.070073592,0.000548209,9.33E-05,0.067115385,0.047759791,-0.087785422,0.08790048,-0.01065922,0.084658439,-0.030819725,0.120599584,0.088452751,0.057006378,0.026878749,0.059017711,0.024598417,0.063098386
-0.00131418,-1.93E-06,-0.022076879,0.019592676,-3.87E-05,0.000173339,-0.008826005,-0.012303364,0.055089183,0.012372101,0.015368633,0.021071884,0.011003247,0.013218698,0.038437534,0.004385215,0.008495145,0.046536583,-0.013325853,-0.014126636
0.003876601,0.001217376,0.045377378,-0.01022967,0.00030327,0.000106672,0.011542202,-0.071812006,-0.07701566,0.030400965,0.002304061,0.006729595,-0.013368521,0.018100845,0.038874106,0.000408541,0.001762287,-0.008792341,0.00399861,0.001456542
0.000978172,0.001427558,0.025889105,-0.018299881,0.000309675,0.000106661,0.013059013,-0.018628762,0.015522403,0.016314871,0.004658829,-0.017002915,-0.026335238,0.04260091,-0.001856076,-0.003729739,0.001161086,0.012166159,-0.011743267,-0.016013112
0.022683374,0.002301587,0.035051225,-0.018464627,0.000109691,0.000173341,0.018707074,-0.014272978,-0.023473904,0.048228271,-0.017015273,-0.018728699,-0.036543105,0.055552589,0.030965485,-0.00952404,0.018442656,0.033365366,0.032756842,0.017113446
0.007779999,0.002235725,0.019274036,-0.012964025,0.000198718,0.000160017,0.010271834,0.011438828,0.003623243,0.026375179,0.014775164,0.030359508,0.010965316,0.001385712,-0.001081279,0.030180029,0.000149309,-0.026815551,-0.002179239,0.02605734
0.010060621,0.005256526,0.004647676,-0.019887277,0.000283909,5.33E-05,0.017957053,-0.01091775,0.021544954,0.016103897,-0.008102782,-0.004213029,-0.05195838,-0.008287176,0.023713482,0.023377909,0.005580205,0.058321907,0.012241298,0.011507149
-0.013125181,-0.006892757,-0.015758907,0.028359857,0.000724681,0.000306595,-0.044866888,0.023777322,-0.005615171,-0.014482547,0.006184351,-0.01595127,0.072162086,0.019527053,-0.028812831,-0.007936483,-0.002778515,0.01510876,0.02473167,0.001877549
0.0003704,-0.00299195,-0.0187267,0.01928288,0.001717909,-0.00010134,-0.031943438,0.029752255,-0.016179748,-0.008814373,0.001599674,-0.007527363,-0.027192471,-0.029677208,-0.030373195,0.009335851,0.004945881,-0.018830519,-0.002506302,0.009984015
-0.001060987,0.000485367,-0.001243892,0.017495267,-7.73E-05,0.000160015,-0.017404522,-0.036456871,0.008104075,0.011078381,0.006590195,-0.050971402,-0.020204485,-0.00719767,-0.008197175,0.019417259,0.004453062,-0.008952572,0.011484421,0.003900033
0.005600037,-0.007501364,-0.002897618,-0.019198414,0.000405694,0.000226677,-0.008564938,0.009896008,0.040952094,0.027914688,-0.00648267,-0.003447841,0.047967362,0.01798543,0.009458302,0.038577955,0.022989779,0.048052738,0.023793101,0.029179892
0.019961146,0.006597413,0.006595143,0.023742435,0.000212561,0.000226641,-0.017021151,0.007920046,-0.00159098,0.01756171,-0.009095579,0.009167443,0.006321482,0.031167203,-0.021155414,0.009482731,-0.000479261,0.003415383,0.019721303,0.014885329
-0.021218793,-0.0438463,-0.092307077,0.065636391,0.00342969,0.000253372,0.074229095,0.068163108,-0.035326551,-0.100781759,0.02129753,0.049565031,-0.032827821,-0.079184795,-0.104852133,-0.05063368,-0.004640756,-0.038878817,-0.036408821,-0.040950927
-0.002610968,0.034593118,-0.00119227,-0.073644722,0.000166952,0.000359998,0.003134415,0.005898054,-0.012406672,0.01067468,0.006025612,0.029285802,-0.028695887,0.022768955,-0.033256847,0.006218778,0.0038894,0.008557433,0.001524325,0.002197726
-0.027229766,0.013884141,0.07002647,-0.030826859,-0.002592312,4.00E-05,0.061343573,0.074296319,0.031614707,0.073251357,-0.001657183,0.045873603,-0.021093865,0.054385918,0.068412234,0.022500434,0.004129831,0.053720025,0.020817152,0.005670624
0.003581117,-0.002326588,-0.033949908,-0.032064959,0.001914147,0.000333371,-0.023750811,-0.023442924,-0.034262565,-0.01303851,-0.000140508,-0.018606311,-0.032230775,-0.030922108,-0.032004686,-0.037138482,0.031585233,-0.004502191,0.007514346,-0.008978024
-0.030364934,0.013158137,0.073676501,-0.03837516,-0.001850402,0.000266677,0.070605132,0.08857158,0.039402193,0.087958388,-0.025309973,0.025217813,-0.004892356,0.051202925,0.113531493,0.051277882,0.03132717,0.060885898,0.036277233,0.051411357
-0.016414047,0.013327928,-0.004058221,0.006851355,-0.001210934,0.000173346,0.01763859,0.009333531,0.008742639,0.015833166,-0.019932337,0.014709206,-0.037596417,0.041417706,0.039750654,0.01752543,0.013032909,0.007144226,0.021660912,0.018033082
-0.02103281,-0.005852668,-0.051591845,0.013688672,0.001945586,0.000333313,0.061130718,-0.044772454,-0.008659734,-0.017749076,-0.003963332,-0.026062191,0.038207952,-0.024948561,-0.10030377,-0.00859447,-0.007957039,-0.014275171,-0.022183866,-0.026739724
-0.032343575,0.005567032,0.067679062,-0.071446957,0.001324504,9.33E-05,0.030328936,0.042968908,0.033743369,0.070639647,-0.045618491,0.005558155,-0.033067685,0.051407984,0.046727911,0.013214807,0.003230313,0.074156608,-0.004233174,0.031349044
