Singapore,Kuwait,Norway,Switzerland,China Hong Kong,Saudi Arabia,Denmark,Sweden,Canada,Australia,Taiwan,United Kingdom,Japan,New Zealand,Hungary,Mexico,Thailand,South Africa,Philippines,India
0.000905951,0.000563205,0.020235833,0.005455617,0.000198741,0.000373267,0.006896854,0.014537402,0.000484176,0.014319637,-0.00186857,-0.003286141,0.00149475,0.029540901,0.026724015,0.007113252,-0.004266521,0.088039908,-0.003771599,0.003976782
-0.018042617,0.008117666,0.059967685,-0.074941394,0.000134638,0.000453182,0.054602685,0.045649545,-0.007175985,0.005958078,-0.000648018,0.036267406,-0.031790514,0.051351197,0.067663931,-0.026018349,0.009818805,0.087747729,0.007244447,0.010424343
0.003130073,0.001871873,0.000716214,-0.010532141,-8.34E-05,0.000346613,0.022709975,0.009864087,0.03212726,0.042902761,0,0.022811801,0.011575693,0.043261618,-0.008862294,-0.034277454,0.008153583,0.014846521,-0.003805494,0.006345095
0.000419821,-0.002071792,-0.027174823,-0.007971711,0.0001795,0.00033325,0.006413038,0.015689643,0.029052839,0.037640252,0.001956047,-0.040622799,-0.013478404,0.02614436,0.00966317,-0.006367016,4.66E-05,0.067022353,-0.008054634,0.005610492
0.01493426,0.001635358,-0.009099208,-0.002521134,1.28E-05,0.000359935,0.013899396,0.004121395,0.014255099,-0.001442943,0.000244655,0.005429826,0.004052426,-0.000705222,0.002524133,0.026983947,-0.00163524,0.034693653,0.024341181,0.007291349
0.006358179,0.002506615,0.039610724,0.004462058,0.000262829,0.000266609,0.02392483,0.038495275,0.026819181,0.037506245,0.003910816,0.012958211,0.006830848,0.013083465,0.032615366,0.053423392,0.000991102,0.08905533,0.026516456,0.003323297
-0.023372545,-6.78E-05,0.047636882,-0.041332902,5.77E-05,0.000306586,0.053417679,0.05437704,0.04532105,0.04371933,-0.004405453,0.026692643,0.004018066,0.035282446,0.042383709,-0.001465961,0.027191421,-0.090754952,-0.010027433,0.007950987
0.015243721,-0.002337058,-0.07291928,0.038524725,-5.77E-05,0.000399909,-0.02365854,-0.029052742,0.012658627,0.032100378,-0.002170297,0.009457736,0.005084037,0.017696985,-0.080802665,-0.004596675,-0.006804905,0.080057684,0.003340613,0.014720629
-0.001366432,0.003334557,-0.001416607,0.014084131,-0.000102585,0.000426529,-0.019204441,-0.024458894,-0.034030226,-0.031080716,-0.005188306,-0.024261806,0.004870745,-0.006465957,-0.004528772,-0.002601193,0.001440142,0.02191737,-0.018247003,0.0094104
-0.002833996,0.000366154,-0.03262289,0.020222726,-6.41E-06,0.000599788,-0.023319759,-0.017170554,0.01655168,0.001720404,-0.005339465,-0.014079449,-0.032722807,-0.001249566,0.005656678,-0.047853148,0.021465036,0.019581012,0.000560375,0.008118549
-0.013822577,0.018276444,0.061991192,-0.061646562,-0.006805393,0.000493179,0.059909197,0.078762214,0.029027769,0.048046824,-0.007554867,0.051334183,-0.044435538,0.032321495,0.080142037,0.002848809,-0.029230639,0.058765441,0.006692319,0.001965233
0.007298363,0.002784315,-0.000908532,0.011741877,0.003498846,0.000519844,-0.001974957,-0.008910156,0.024969064,0.05032907,-0.006054,0.023348759,-0.015415671,0.037274313,-0.016337596,0.000607509,0.006500879,0.016548721,-0.003242928,0.010433899
-0.009492284,0.000677965,0.037220401,-0.032672309,0.000895223,0.000359896,0.030710535,0.037085281,0.015349662,0.023138058,0.005184575,0.01565146,-0.002648065,0.043065511,0.029271469,-0.026271675,0.001624944,0.082483812,-0.001007649,0.011561603
-0.014835742,0.00169739,0.026401729,-0.04558452,0.000521983,0.000159974,0.051033021,0.044309764,0.007302131,0.044107102,-0.002663117,0.042405667,-0.021210194,0.03089416,0.065544736,0.019584637,-0.007032689,-0.037111623,0.00924465,-0.002525392
-0.0017485,-0.00064568,-0.051772634,0.019288459,0.002230845,0.000239964,-0.014831422,-0.022132513,-0.027885333,0.013603625,-0.017104775,0.018978974,-0.011662331,0.024223086,-0.014430354,0.022307775,0.010082694,-0.051394694,-0.001992882,0.008858499
0.00466092,0.001730377,-0.00321111,0.008294049,0.001984542,0.000279984,0.00079151,0.001254831,-0.007429878,0.01742914,0.000224845,0.02192645,0.031678804,0.026075384,0.037555178,0.000570328,0.000379599,0.067743333,-0.000991386,0.001959791
-0.015232578,0.000475172,0.025669062,-0.001763174,0.001803288,6.67E-05,-0.009119518,-0.017958224,0.021689638,-0.006853247,-0.009632364,-0.007033373,-0.050497054,-0.025592654,0.029834667,-0.005246382,0.000509165,0.060238412,0.009134014,0.042791733
0.01509615,0.000542612,0.001546033,0.023464641,0.001800942,-2.67E-05,-0.023434011,-0.010727348,-0.044504449,-0.051786045,0.008847625,-0.032823319,0.056640812,-0.058518584,-0.024169355,-0.015964708,-0.017409858,-0.09260313,0.008507376,0.024743441
2.94E-05,0,0.022607234,-0.033470726,4.49E-05,9.33E-05,0.019942861,0.024900446,0.008601926,-0.008385633,0.004647336,0.036081726,0.002481055,0.008404798,0.025176849,0.003910701,0.013893791,0.071616093,0.006552326,0.021417548
0.012995817,0.001389807,-0.031832107,-0.000775451,0.001750253,0.000319923,-0.002332458,-0.008708558,0.018243598,-0.020530315,0.010510052,-0.008235144,-0.011780297,0.014456017,0.008136362,-0.005531293,0,0.053434354,0.000351584,-0.010578963
-0.000697816,0.001288938,-0.009685463,0.021792833,0.000936348,0.000293282,-0.010222495,-0.019712201,0.009283828,0.008931067,0.011495643,0.00549022,0.02207321,0.001935077,0.006985382,0.015396846,-0.009857619,-0.003214175,0.007586071,-0.006078491
-0.004549095,0.000779506,0.013620737,-0.007854491,0.001051828,0.000253288,0.009421266,0.024655011,0.009017045,0.011652319,0.002496514,-0.008020357,-0.014233387,0.038797057,0.015363202,0.007581323,-0.007234696,-0.05495669,0.000989754,0.003071614
-0.016809125,0.001288938,0.02596756,-0.014535722,0.000506789,0.000133317,0.021534128,0.029739303,0.040755385,0.028447307,-0.001621104,0.008353858,0.005808043,0.033554996,0.03837639,0.003843432,0,0.032429986,0.002564031,0.009806245
-0.01050988,0.000305349,-0.054507323,-0.039030546,-0.000411822,5.33E-05,0.025564312,0.025062362,0.037369062,0.033471815,-0.015110586,0.014766764,-0.036983715,0.015955476,0.035866846,-0.005953467,0,0.054887497,0.003302106,0.0164323
-0.01671124,3.39E-05,-0.044972392,-0.056007878,0.000437761,1.33E-05,-0.045882146,-0.0553043,0.025827597,0.040800219,-0.036916656,0.044552612,-0.031473218,0.050162209,0.052784987,0.032398822,-0.042520717,0.064968091,0.005880628,0.020150519
-0.001748976,0.000135515,-0.010210437,0.000739515,0.001416805,-5.33E-05,-0.021526768,-0.009739993,-0.007423743,0.012914741,-0.011964721,0.006559178,-0.001000038,0.01186327,0.027183015,0.012639857,0.014504546,0.033168626,0.005877419,0.025491195
0.00323536,-0.009498316,0.046254831,0.043804106,0.004924525,0.000266635,0.040845359,0.044937722,0,-0.009338579,0.006434928,-0.016079765,0.011464355,-0.0124306,-0.036483498,-0.001102681,-0.00716009,-0.052173516,0.021505712,-0.002301586
-0.006879464,0.000821412,-0.025585361,-0.024911032,0.000840269,6.67E-05,-0.017645025,-0.021882237,-0.00938383,0.026669078,-0.022828289,0.022659938,0.010381438,0.02869164,0.038749974,0.017430466,-0.006822383,0.032207302,0.009910488,0.003036618
0.015658199,-3.43E-05,0.019960836,0.029774901,0.00031417,0.000173288,0.022080048,0.032752893,-0.015908067,-0.023509782,0.018037862,-0.017335472,0.027225516,-0.019206997,-0.039547234,-0.00213822,0.02188439,-0.0674077,-0.00163507,0.000112115
-0.008086007,0.000548002,-0.002264365,0.000765642,0.000725342,0.000146648,0.006937436,0.009190354,0.035753461,0.011457014,-0.000644205,0.01223674,-0.017045485,0.029734635,-0.023467628,0.014330845,0.0095924,0.026616969,0.015133205,0.004817977
0.017723878,0.000685284,0.018939245,0.045037746,0.002446507,7.47E-05,0.043090284,0.039799599,-0.000111694,-0.027587851,0.004382163,-0.045315241,0.029043406,-0.032444851,-0.047165427,0.021768243,0.028649743,-0.100562147,-0.005195333,-0.004641259
0.015658896,0.000582361,0.020556518,0.030032014,0.000803736,0.000159979,0.021553069,0.049748148,-0.023585132,0.007693184,-0.007529743,-0.015480953,0.029845928,-0.01192631,0.011305756,0.018348821,-0.015876752,0.014287616,-0.023041781,0.007684899
-0.015058707,0.000582162,-0.007976083,0.005772134,0.000225091,0.000253274,-0.001074884,-0.002530405,0.001769962,-0.001007138,0.010893083,-0.01704797,0.014404717,-0.015167641,0.014054565,0.02143046,-0.005974222,0.018959359,-0.000667878,0.001840773
0.015966289,0.000136953,-0.012731145,-0.018922716,-0.000218769,0.000293242,-0.011495103,-0.026796502,-0.031508687,-0.010153358,0.025802372,0.022004679,-0.005525888,0.015977672,0.017431917,-0.013208953,0.010134826,0.021806633,-0.000163058,0
0.003696206,0.000376677,0.022023535,0.026304103,0.002067156,6.64E-05,0.021521779,0.024932081,-0.023135099,0.018024379,0.015149423,-0.015944423,0.022559909,0.004143709,-0.039418385,0.00758832,0.007044222,0.016486295,0.007897782,0.003748538
0.004742067,0.000205458,-0.002211677,0.004200775,0.000793061,0.000799753,0.008121997,0.028952655,0.016794396,-0.020665098,0.015030954,0.00099448,0.029376009,0.011848612,-0.006431986,0.003357013,-0.005536772,-0.05010825,0.023909151,-0.025045134
-0.001913888,0.000410874,0.035645034,0.020733573,0.000393268,0.000439844,0.016067018,0.017738993,-0.00851618,-0.008331653,0.001315101,-0.022560118,0.030734836,0.007340281,-0.02561357,0.023807285,-0.008911633,0.039661281,0.019418839,-0.01638328
-0.016013733,0.001129499,0.007328297,0.005654557,1.29E-05,0.000253284,0.001887962,-0.013399,0.000573918,-0.007906866,-0.017028296,-0.007785644,-0.010005188,-0.028797433,0.003663788,-0.001077199,0.006628333,0.020262476,0.020539475,0.021910528
-0.024082176,0.000342261,-0.015465411,-0.02635639,0.001102291,0.000386535,-0.027444048,-0.046626438,-0.021187495,0.03148125,-0.022464955,-0.035886567,-0.004762971,0.008209063,0.032259885,0.020224524,0.052063793,0.043095622,0.01860005,0.022743524
-9.26E-05,0.000718521,0.015449024,0.026239056,0.000573611,0.000346591,0.019457802,0.042822961,-0.003982875,-0.017374688,0.017219094,0.014715046,-0.006704358,-0.031866996,-0.021691526,0.001717834,-0.005585036,-0.01126954,0.011606069,-0.002555248
-0.000773623,0.000581993,-0.026969151,-0.000614227,0.000676684,6.67E-05,-0.013311068,-0.015882514,0.025110843,-0.040367436,0.003425718,0.009779083,0.022673668,-0.077646503,-0.025845326,-0.038374573,0.007124616,0.002690696,0.011571253,-0.002311763
-0.02194441,6.85E-05,-0.062157745,-0.048513263,-0.000438758,0.000306661,-0.040191765,-0.056059178,-0.041142588,0.062634934,-0.012769697,-0.04865933,-0.029467243,0.041585049,0.042476343,-0.015170603,-0.035504951,0.019696172,-0.009961655,-0.00654364
-0.002195041,0,-0.01576417,-0.020682397,0.001011908,0.000453376,-0.018278153,-0.017217036,-0.017172635,-0.006200106,0.008398557,-0.029500967,-0.014525862,0.00160655,0.02281627,-0.017647076,-0.015439265,-0.098940002,-0.018634568,-0.029938274
0.004971693,0.000242118,0.026327671,0.011712044,0.002272267,0.000306755,0.006911202,0.001709129,0.010938757,-0.013855048,0.014453411,0.012242328,0.023782122,-0.039138806,-0.078731482,0.003292921,0.002095595,-0.06067229,-0.003148494,0.006391297
-0.001653156,0.000622632,-0.00664335,0.00880491,0.001937442,0.000359998,0.004418891,0.003786544,0.016895681,0.031506286,0.014093842,-0.008784003,0.005797402,0.012317803,0.038041091,0.036146796,-0.008095061,0.030820788,0.032996454,-0.010479784
-0.001038471,-6.93E-05,0.023473343,0.004424337,0.001710479,0.000159994,-0.001625786,0.005822955,-0.017752878,-0.00287472,0.006579071,-0.018558173,0.028147931,0.061551727,-0.013048288,0.000603542,0.007227071,-0.036992788,0.014804984,0.001718294
0.010206895,0.000311209,0.03410654,0.019667422,0.002911602,0.000106664,0.01167681,0.01230986,0.00615326,-0.022378663,0.005801923,0.018226721,0.011252436,-0.000653664,0.008146152,-0.006378847,0.00477833,-0.071953263,0.013725965,0.014446345
-0.017504118,0.000241946,0.005137158,-0.004948223,-0.0003385,8.00E-05,-0.006530656,-0.011408744,0.005140941,0.037093036,0.007131359,-0.02099096,-0.003404238,0.027050537,0.055957225,0.023310942,-0.023157452,0.053713219,0.008842134,0.022175916
-0.009170121,0.000311155,-0.06248059,-0.03601095,0.000752525,0.000346685,-0.037593739,-0.056435371,0.019640733,0.02074411,-0.023191219,-0.031678105,-0.008822599,0.024173232,0.055729467,-0.020371424,-0.023125653,0.03143229,0.003869774,0.008649766
-0.002555632,0.000587943,0.012242259,0.021289083,0.001125891,0.000480096,0.006501315,0.00332078,0.019386999,-0.000721538,0.009350877,0.005229761,0.03311165,0.031334126,0.017281387,0.01721982,0.002277744,0.021125886,0.014867521,0.016154965
0.002850432,3.45E-05,0.006963819,0.023981259,0.00506327,0.000519976,0.015902603,0.019956831,0.01485374,-0.016668963,0.012004802,0.000148164,0.0186247,-0.023952438,-0.029873483,-0.018056803,0.042372511,-0.025431855,-0.001771335,0.005099582
-0.002806394,0.000172906,-0.018639421,-0.019292011,0.001370004,5.33E-05,-0.016112897,0.007350251,-0.005778754,0.017887732,0.00100132,0.001220263,-0.017142103,0.020895604,0.021771881,-0.009297447,0.027997775,0.000595924,-0.007487728,0.001051771
-0.005624312,-0.000415,-0.005552523,0.002239477,0.001209759,0.000360041,-0.006747143,-0.001507029,-0.015642595,0.025808635,0.005188862,0.000877282,0.00091573,0.022575574,0.040406951,0.014999738,0.030127787,0.006030174,-0.005623394,0.024542516
0.003160809,-0.000553576,-0.02571894,-0.008998465,0.001853983,0.000439962,-0.024372652,-0.042097037,-0.043953845,0.03070595,0.007286688,0.019584187,0.016167536,0.040744934,0.026472676,0.009436358,-0.006047111,0.033498269,-0.013365674,0.060173501
0.008730831,-0.001563722,0.015368229,0.017717522,-0.000711308,0.00022668,0.014547594,0.033325828,-0.033346941,-0.004877001,-0.007056526,-0.010717986,0.022810468,-0.005366596,-0.021110314,0.018424468,-0.002938135,-0.007719896,0.028689383,0.015534915
0.002520418,0.000347464,-0.021635423,0.002475016,0.001707462,0.000413314,-0.003694305,-0.00992969,-0.004308543,0.025551897,-0.003358936,0.014569204,0.017538975,0.049057543,0.022276728,-0.002623749,-0.002089926,0.012841769,0.000994324,-0.001233787
-0.005465128,0.021719525,-0.01391426,-0.016157276,0.002089077,0.000306697,-0.012802627,-0.016974906,0.004526206,0.010844852,0.001160908,0.013166062,-0.033624498,-0.001896564,-0.006946625,-0.011835833,-0.021078306,-0.002718079,0.021568658,0.009435206
0.006556756,-0.001279181,0.000800788,0.006748735,-0.003130054,0.000586659,0.006833721,0.025788642,-0.008778569,-0.050973241,0.008320397,-0.006858628,-0.023314914,-0.089086131,-0.017007915,-0.007568136,0.017004141,-0.005792042,-0.025177536,-0.010777445
-0.024606489,-0.005455668,0.071380668,-0.032538035,0.003867988,-0.001967411,-0.042726038,-0.06791305,-0.066431255,0.085446742,-0.007224928,0.010662006,-0.004132011,0.076900364,0.059166744,0.011685164,-0.000131417,0.043616606,0.033825804,0.025960749
-0.022967612,-0.008351536,0.00622128,-0.005757807,-0.001976592,0.00029409,-0.017121243,-0.014300546,-0.04724841,0.047848225,-0.004033514,0.02040151,0.005896803,0.020951249,0.019288734,0.023601066,-0.007671934,0.058010186,0.032163883,0.014762006
0.001281319,-0.005815777,-0.027846544,-0.024527225,0.005648917,-0.004382057,-0.013356864,0.002383455,0.049019382,-0.045586442,0.001308289,-0.009323521,-0.036225796,-0.000264144,0.008813013,-0.015283578,-0.003219375,-0.033449398,0.022233157,-0.006313883
-0.002754294,-0.004222126,0.021810207,0.00475916,0.00276973,0.012103807,0.004357305,0.015667963,-0.012504878,-0.005484709,0.010791915,-0.031509627,0.010480937,0.007433722,-0.00012853,-0.000211151,-0.003721904,0.000247809,0.036871186,0.007341405
-0.014563584,0.000733138,-0.000241034,-0.044350374,0.000628773,0.000146754,0.013724261,0.01646077,-0.020509283,0.019274778,-0.005020538,0.000429927,-0.049951844,0.022097255,-0.005511372,0.011469301,0.020248123,-0.086420808,0.019703941,0.003012093
-0.015160845,-0.001656696,0.044445298,-0.039341285,-0.001674086,0.000120338,0.026492728,0.032850501,0.029522704,0.050787054,-0.03238341,0.002626397,-0.019582229,0.028103029,0.006651456,0.013019831,0.047806548,-0.02817935,0.004714549,0.017555743
-0.01043076,-0.023423459,0.028689747,-0.056744237,0.001317494,0.00397265,0.043020837,0.040139908,-0.045917801,-0.020649128,-0.010267433,0.001305843,-0.045069717,-0.014761435,0.063179462,0.008839693,-0.000127113,-0.037657683,-0.029015462,0.000395804
-0.013887045,0.005133693,-0.002600886,0.049628284,0.002481828,0.000480154,-0.017155938,-0.007062736,0.018919552,0.035760572,0.002970112,-0.001425646,0.048497425,-0.000660101,0.017851836,0.018803771,-0.006925344,0.08140387,-0.01050442,-0.007209033
0.005637117,-0.004621045,0.004361446,0.003278425,0.001966657,0.000520024,9.80E-05,-0.000252937,0.013857652,0.015630011,0.000724984,5.56E-05,0.011589125,0.007270047,0.049648771,0.020390056,-0.023884986,-0.003819839,-0.031847745,-0.044067327
-0.00232451,0.000641836,0.005054383,-0.02560515,-0.000128342,6.67E-05,0.01571392,-0.001866607,-0.020331497,0.01093065,0.000610667,0.009479218,0.005914398,-0.022911396,0.042063099,0.008062651,-0.028098389,-0.015873186,-0.023244852,-0.007254083
0.008614963,0.003306906,-0.004815048,0.027953496,0.001127822,0.000173314,-0.008390938,-0.002621825,-0.010354944,-0.015970046,-0.007812194,-0.002364208,0.020816087,-0.033781559,0.006139697,0.031277048,-0.000792993,0.077451793,0.018180959,0.016280196
0.033141525,-0.005442682,-0.049415332,0.045149985,0.000890595,0.000373218,-0.055934908,-0.061445307,-0.032464405,-0.084450343,-0.027754767,-0.080362346,0.005678461,-0.035400662,-0.069902883,-0.020583545,-0.021198932,-0.043118781,-0.037498956,-0.028546231
0.011847227,0.004041614,-0.087094848,0.023344281,-0.004619071,0.003891805,0.049024091,0.067920766,0.004859192,-0.086926144,-0.019111016,0.025159181,-0.017291928,-0.048123269,-0.066308125,-0.061873192,0.012932352,-0.067518779,0.024038864,0.062681422
0.036717004,-0.010819897,-0.127432485,0.039670459,0.001808611,0.004193951,-0.098286425,-0.108437544,-0.133765485,-0.175646179,0.028392868,-0.096256719,-0.081690635,-0.135302888,-0.154738408,-0.133303922,-0.031577659,-0.165254541,-0.03789263,-0.043703598
0.016475493,-0.001518913,-0.037893476,0.039732574,0.000335547,0.001238579,0.002119073,-0.051676817,-0.020578837,-0.011599629,-0.008649276,0.049223045,-0.031487212,-0.055200616,-0.003514636,-0.03436889,-0.005451897,-0.012862898,0.000875369,-0.008028773
