Australia,Canada,China Hong Kong,Denmark,Hungary,India,Japan,Kuwait,Mexico,New Zealand,Norway,Philippines,Saudi Arabia,Singapore,South Africa,Sweden,Switzerland,Taiwan,Thailand,United Kingdom
0.627256327,-0.094921706,0.074151679,0.332921661,0.645552322,0.488464846,0.138335193,-0.034310054,0.072098543,0.688994571,0.081664307,0.188935979,0.04765341,-0.013076258,-0.030996151,0.511090919,-0.280928926,-0.218510178,0.116764746,-0.036560394
0.767552753,-0.102587161,0.073666381,0.39354204,0.684367443,0.506009523,0.149433928,-0.025665834,0.150471429,0.913444742,0.130035192,0.203908255,0.04773721,0.004537462,0.02964273,0.642545484,-0.298344585,-0.241326829,0.142043053,-0.041909147
0.870006812,-0.157000485,0.073960109,0.391914889,0.807523515,0.531486013,0.145458842,-0.023323742,0.176045625,0.910264363,0.16121904,0.207757836,0.047848961,0.033463158,0.155187312,0.696067675,-0.296873125,-0.254011813,0.150605838,-0.010020343
1.034381309,-0.231003553,0.074548863,0.485333793,0.967403943,0.628120308,0.110156115,-0.0098742,0.243087727,1.140641452,0.213840497,0.237466767,0.047946758,0.05640423,0.223363824,0.777071513,-0.346143751,-0.261963465,0.181532684,0.073789789
1.059550879,-0.188640167,0.074507256,0.47222423,1.043026099,0.605120445,0.122371437,-0.009876115,0.248538934,1.168937946,0.187042686,0.220976467,0.048128408,0.055015925,0.280294995,0.755207555,-0.333332957,-0.250620853,0.191569976,0.096416564
1.122163214,-0.25112758,0.074833122,0.489216939,1.122446912,0.607458371,0.10736699,-0.008670761,0.249049013,1.208197555,0.240907572,0.225858676,0.048240214,0.059105801,0.269038204,0.629162579,-0.340152741,-0.248894238,0.193669864,0.103795003
1.156786032,-0.239503281,0.075165971,0.508664642,1.118507489,0.58171796,0.078204217,-0.007255581,0.244390387,1.302268781,0.273033558,0.21146309,0.048352021,0.060141789,0.284477524,0.598813298,-0.352227868,-0.245394964,0.195055818,0.085027271
1.260804093,-0.257355107,0.075283908,0.536887344,1.184108102,0.608786605,0.038803286,-0.004970694,0.232538763,1.430165773,0.317654944,0.251146795,0.048533743,0.084189381,0.327334588,0.575993471,-0.364188739,-0.258234775,0.217095821,0.064706121
1.320433205,-0.254664325,0.075497586,0.552673995,1.181746472,0.650707305,0.050194093,-0.002746082,0.269736819,1.433533283,0.343051473,0.248420247,0.048701527,0.092624373,0.29174138,0.594020989,-0.372431412,-0.247275072,0.217277544,0.097030075
1.357801223,-0.238606102,0.07580293,0.580555445,1.233483277,0.66970224,-0.004372291,0.00249601,0.29942061,1.413366164,0.349293542,0.263702532,0.048757458,0.103616853,0.3670782,0.576617866,-0.384912042,-0.253374238,0.224070202,0.092408256
1.323654256,-0.242881459,0.076582543,0.50964084,1.169130301,0.672837187,0.067474281,-0.004413952,0.28910778,1.460492092,0.328030151,0.294956006,0.049079002,0.089131682,0.387733057,0.614105617,-0.367468235,-0.248756843,0.220669105,0.074982957
1.3031727,-0.255131446,0.078432015,0.461417721,1.103246883,0.689538819,0.038447017,-0.007392695,0.301142699,1.387471558,0.303160528,0.291710455,0.048972688,0.089535097,0.361601323,0.662128899,-0.355271201,-0.247555098,0.226706388,0.066891169
1.328688124,-0.249094975,0.078348643,0.435982444,1.0860062,0.696128077,0.01746573,-0.006910916,0.326407323,1.370287325,0.301539537,0.306545002,0.049140539,0.088379115,0.34941149,0.60153288,-0.343991499,-0.24259634,0.232168987,0.012510231
1.393692725,-0.218343842,0.078786122,0.423683344,1.105736276,0.745620911,0.066270877,-0.014360439,0.377577405,1.412917962,0.297768172,0.337631759,0.049378356,0.094474078,0.414254406,0.617381663,-0.356585822,-0.247506338,0.260496281,0.009019256
1.435730064,-0.219587441,0.07901543,0.399450614,1.061188553,0.771605053,0.073011289,-0.007857768,0.390640601,1.488121866,0.306327138,0.3640116,0.049616188,0.116321035,0.419084627,0.630191399,-0.341309602,-0.254350704,0.259892174,0.018269383
1.190252902,-0.247156725,0.082716119,0.503330567,0.845068538,0.699056184,0.037786667,-0.051359534,0.32022735,1.291100446,0.185743898,0.314349546,0.049882131,0.09263405,0.363912296,0.741310311,-0.298075542,-0.238470215,0.254045321,0.068739936
1.213633152,-0.256497005,0.082896881,0.508042629,0.783707375,0.702790244,0.008006458,-0.018543102,0.32843755,1.343266409,0.184330171,0.316353041,0.050260086,0.089781218,0.375583884,0.751580654,-0.349768573,-0.233881533,0.258922805,0.100038843
1.375784785,-0.232991375,0.080089674,0.600551353,0.905734781,0.712446128,-0.013256294,-0.004916416,0.358327971,1.470707104,0.267264632,0.343755763,0.0503021,0.06010673,0.449480285,0.881716649,-0.369813166,-0.235151131,0.264121943,0.150501588
1.344808091,-0.259271059,0.082157124,0.56253696,0.844742338,0.697071746,-0.045059808,-0.007231566,0.307881732,1.394307633,0.224241114,0.353853209,0.050652241,0.063903096,0.442954448,0.837603708,-0.390020081,-0.235258598,0.30404953,0.129094997
1.55105363,-0.230084714,0.080154699,0.672860088,1.054178689,0.784320507,-0.049731716,0.005831417,0.374947137,1.516903188,0.314438915,0.402967257,0.050932426,0.031597749,0.530810025,1.000363173,-0.413428159,-0.254614182,0.344901711,0.157568304
1.591444885,-0.223353622,0.078846703,0.702366981,1.135833635,0.816497305,-0.085458399,0.019237065,0.399043677,1.621147546,0.309104632,0.433356807,0.051114601,0.014665055,0.541746479,1.019033625,-0.409409347,-0.269471463,0.362429692,0.174595215
1.545449133,-0.230079173,0.080945692,0.806433897,0.92160147,0.767924668,-0.050515638,0.013271809,0.387019638,1.555753687,0.241565509,0.401559412,0.051464952,-0.006676202,0.519737784,0.928636536,-0.401324945,-0.27236679,0.351588786,0.143982691
1.72525876,-0.20409945,0.082377408,0.861221115,1.011393892,0.823347415,-0.081912888,0.018912725,0.405348835,1.687139831,0.325593497,0.395626368,0.051563093,-0.038803844,0.632436382,1.011507941,-0.444098456,-0.305560319,0.355954841,0.150341123
