Australia,Canada,China Hong Kong,Denmark,Hungary,India,Japan,Kuwait,Mexico,New Zealand,Norway,Philippines,Saudi Arabia,Singapore,South Africa,Sweden,Switzerland,Taiwan,Thailand,United Kingdom
0.591104774,0.297114593,0.001472934,0.418365942,0.452644086,0.108570333,0.172491073,0.052164066,0.158745458,0.721005318,0.405408305,-0.086467503,0.012632197,0.093797269,0.123211283,0.809900204,-0.192564112,-0.130304362,0.14172619,0.19760494
0.671183598,0.32950233,0.004976933,0.415564729,0.428911374,0.120137044,0.154416336,0.055093622,0.159449406,0.785154609,0.404131447,-0.089430023,0.013158608,0.101780198,0.141798993,0.793773711,-0.183083299,-0.135569499,0.149148414,0.225567529
0.70985154,0.349909741,0.005876612,0.45903748,0.470737709,0.133087624,0.151359367,0.055808938,0.128988728,0.862033204,0.456393782,-0.090347558,0.01352324,0.091321788,0.235978926,0.860296313,-0.209773854,-0.131087794,0.151015715,0.24474945
0.785268136,0.359766958,0.006401662,0.53349657,0.567136824,0.130226133,0.126938811,0.057601057,0.151099562,0.919559155,0.494845095,-0.081938139,0.013685377,0.075131219,0.190109742,0.942725603,-0.245795933,-0.133401809,0.142920979,0.297533881
0.809554254,0.321849404,0.008646789,0.510752635,0.544522485,0.14023824,0.113796078,0.056918186,0.176778032,0.966056801,0.417453028,-0.083767729,0.013928625,0.073251352,0.128944416,0.899728204,-0.231248499,-0.148224776,0.154444702,0.322159743
0.841093229,0.312028224,0.01064849,0.511948411,0.602527302,0.142472869,0.149079806,0.058747053,0.177449182,1.017322487,0.41290143,-0.084676068,0.014212509,0.07825369,0.205422874,0.902112041,-0.224872436,-0.148033259,0.154882928,0.351150012
0.828475763,0.340485641,0.012470981,0.498160171,0.65033817,0.191361262,0.09105466,0.05925014,0.171271833,0.965693851,0.449169285,-0.076315486,0.014280123,0.061829108,0.278035634,0.867953486,-0.226239121,-0.156239712,0.155470954,0.341646869
0.733786235,0.280828066,0.014294382,0.463052269,0.610450562,0.22083964,0.152852882,0.059824902,0.15257282,0.85066423,0.451409749,-0.068457355,0.014253072,0.077858639,0.159685533,0.8479153,-0.208083099,-0.148774438,0.135354369,0.297609566
0.71924734,0.291845655,0.014339967,0.492229717,0.650996632,0.246987032,0.155713174,0.059824902,0.157080189,0.866218689,0.484222108,-0.062353584,0.014347721,0.07789034,0.24273768,0.893929215,-0.234589133,-0.144818506,0.151128745,0.344429559
0.683950651,0.315413567,0.016115318,0.488749155,0.664429738,0.233795202,0.14209853,0.061297854,0.150680039,0.893196779,0.436976191,-0.062023922,0.014672234,0.091898405,0.309142565,0.877435823,-0.235182672,-0.135830504,0.151128745,0.333357988
0.698990127,0.327625641,0.017066755,0.473530424,0.676056417,0.226295588,0.16730831,0.062665802,0.168396882,0.89686026,0.42305841,-0.054908369,0.014969819,0.09113646,0.304934752,0.840427431,-0.218515135,-0.12589632,0.139781356,0.340678417
0.718787303,0.339596902,0.018136535,0.487412946,0.701806011,0.230062295,0.150693559,0.063494157,0.177254877,0.970452856,0.442441514,-0.053972961,0.015226899,0.086172777,0.233219858,0.885803189,-0.224653301,-0.123714109,0.131535385,0.329925698
0.767682173,0.394192689,0.018652515,0.519443087,0.767115182,0.242124588,0.157376837,0.064864935,0.181779575,1.036571395,0.479898201,-0.051547318,0.015362246,0.067915163,0.27321316,0.941885661,-0.235923524,-0.125134659,0.131535385,0.341035708
0.826849704,0.446292363,0.018233012,0.558286605,0.83049603,0.262535552,0.114572742,0.06519009,0.174743889,1.069065861,0.399232912,-0.048415427,0.015416394,0.056691502,0.343096644,0.990553903,-0.265745846,-0.138354387,0.131535385,0.360838466
0.901385572,0.48364662,0.018678754,0.48678907,0.92711874,0.287976299,0.07949355,0.065226236,0.212804207,1.172854775,0.33630606,-0.042819513,0.015429931,0.039032877,0.430355069,0.880467713,-0.306869864,-0.170163461,0.083421689,0.421467375
0.925941475,0.472632409,0.020122023,0.454783308,0.979503638,0.320808354,0.078414016,0.06537059,0.22813388,1.198631938,0.322661791,-0.037193762,0.015375777,0.037215633,0.477797982,0.86215197,-0.306357284,-0.180092224,0.099136229,0.430791032
0.907955919,0.472632409,0.02514564,0.514204455,0.907284421,0.317768399,0.090777337,0.055251364,0.22677964,1.171301624,0.383841288,-0.016487928,0.015646512,0.040571398,0.400696065,0.945832838,-0.275972884,-0.174816177,0.091266314,0.407784248
0.958839344,0.458813477,0.026007038,0.487486279,0.981191642,0.321769958,0.102101174,0.056118159,0.248162981,1.233599829,0.348435209,-0.006740843,0.01571422,0.033412825,0.445808706,0.903253663,-0.294009147,-0.193653711,0.083821278,0.439684551
0.912787459,0.435606575,0.026329378,0.520330048,0.902840992,0.321918149,0.132106447,0.056081985,0.245494134,1.190699083,0.375351102,-0.008364891,0.015890231,0.049594209,0.348350067,0.965590727,-0.27298834,-0.179108948,0.107540046,0.41472694
0.934702291,0.486934478,0.027073818,0.530877239,0.858185828,0.328287121,0.112809143,0.05666072,0.263343117,1.255838721,0.372236806,0.006641726,0.016039209,0.041107183,0.384239058,0.983655203,-0.272431709,-0.179637771,0.118164013,0.432038585
0.881328013,0.486768396,0.029586561,0.596843175,0.7705437,0.322122197,0.145128911,0.057384832,0.290843876,1.18264837,0.398225935,0.001411887,0.016115067,0.059559639,0.245037006,1.062603885,-0.239663673,-0.17604281,0.150199125,0.367145411
0.895801415,0.451702766,0.030414077,0.631260047,0.790561034,0.332282573,0.179306347,0.058000612,0.31452934,1.156617429,0.426968592,-0.021662426,0.016277624,0.076151174,0.262825617,1.165214608,-0.216829242,-0.182246995,0.131937699,0.345980698
0.893892082,0.454272226,0.030646014,0.629506631,0.815726589,0.334735003,0.196293921,0.05861654,0.342700308,1.123906631,0.415586972,-0.022315837,0.01653502,0.059945728,0.28676798,1.159735738,-0.212308675,-0.173339145,0.125175252,0.32303446
0.874662717,0.408450017,0.030420541,0.610775285,0.847378185,0.334735003,0.189683335,0.058761521,0.324964643,1.157841714,0.397564929,-0.022475256,0.016833111,0.076869127,0.314828057,1.101862376,-0.227213934,-0.152009334,0.136578708,0.352147409
0.908452348,0.375865387,0.03255058,0.645442035,0.774557521,0.339738307,0.216522483,0.059160331,0.335018898,1.166783182,0.428344249,-0.014754978,0.016900647,0.080849458,0.3365047,1.154266179,-0.20688649,-0.139162764,0.14458502,0.330588198
0.869013993,0.398972215,0.033369456,0.658806311,0.763143591,0.306184382,0.252259058,0.059377945,0.339500573,1.192456555,0.425185213,0.008801394,0.017713916,0.085974919,0.269534788,1.216637904,-0.203554798,-0.126223559,0.138247714,0.331911442
0.853442017,0.387058316,0.033775847,0.685458381,0.717983189,0.284784797,0.290747035,0.059813216,0.371390445,1.208549803,0.475985988,0.028391146,0.018161552,0.083896485,0.319886164,1.255958827,-0.187041644,-0.125074454,0.128104068,0.301863363
0.8387871,0.387854373,0.033789182,0.688640462,0.724277516,0.312935111,0.277832868,0.061010274,0.369913184,1.144949237,0.486802451,0.049513761,0.018419436,0.066539255,0.346630325,1.225731234,-0.182444725,-0.139972945,0.135581518,0.291727518
0.896674416,0.358449215,0.034928718,0.642297333,0.77990251,0.342795882,0.271746587,0.061373416,0.397619025,1.162557261,0.463808441,0.069034769,0.01881309,0.040854669,0.404664196,1.121953316,-0.20399253,-0.159293415,0.194704199,0.245371852
0.863720291,0.353038681,0.035522364,0.67425283,0.741293708,0.339364705,0.263220342,0.062136035,0.400019903,1.093643057,0.486422853,0.08144206,0.019166202,0.040758268,0.388834277,1.212821639,-0.183106046,-0.144817209,0.188031733,0.263697556
0.788486682,0.387014623,0.036223085,0.651966736,0.696289405,0.336268411,0.29186218,0.062754191,0.346294738,0.931078995,0.446335291,0.0939557,0.019234141,0.039953114,0.392571208,1.177676469,-0.183607804,-0.141887594,0.196496002,0.276055359
0.900508426,0.329949251,0.035768434,0.585571278,0.768341576,0.327524351,0.253794564,0.062826968,0.325870635,1.01138301,0.356434351,0.08305809,0.0195467,0.017131957,0.41999953,1.055597716,-0.223213654,-0.152845429,0.154014471,0.213963361
0.888725073,0.307110518,0.036816536,0.556589963,0.808688535,0.287780563,0.235582118,0.062826968,0.302472896,1.014614398,0.335051289,0.06287577,0.020008938,0.01489931,0.279504773,1.020206417,-0.239279457,-0.145730553,0.136197335,0.178150267
0.862556697,0.321408682,0.039172461,0.56734787,0.666287806,0.296011151,0.264966882,0.063084297,0.306761836,0.935764795,0.37020008,0.059529313,0.02032183,0.019945078,0.201874288,1.02365921,-0.230369865,-0.133383446,0.138578345,0.192573569
0.92123894,0.343734781,0.041185798,0.57427381,0.729675212,0.282429235,0.272300404,0.063746207,0.353997089,0.959609164,0.361097361,0.094490023,0.020689143,0.01825895,0.238917001,1.031321884,-0.223593341,-0.121169489,0.129361484,0.182098
0.915715916,0.319879622,0.042966725,0.571714378,0.707105912,0.284632825,0.308113028,0.063672525,0.354814284,1.080226493,0.393046866,0.11069393,0.020852447,0.017201517,0.193086007,1.04315018,-0.220158256,-0.115387601,0.13752346,0.160160421
0.872844755,0.328001185,0.046003429,0.590066988,0.721012256,0.303191074,0.322832487,0.06400355,0.346172131,1.078866724,0.440558874,0.125939277,0.020961335,0.027583986,0.107239576,1.068301072,-0.20482078,-0.110255148,0.142958922,0.181306341
0.942314254,0.334828361,0.045649356,0.579682807,0.817315326,0.332090529,0.31832925,0.064260981,0.377552671,1.135101185,0.447959253,0.135894983,0.021043012,0.009597035,0.166712978,1.044704355,-0.208755504,-0.103910058,0.116490905,0.156509588
0.982605834,0.361045368,0.046436234,0.520296624,0.918593341,0.343612801,0.30669816,0.064592131,0.349489962,1.186713482,0.357489904,0.14029064,0.021396993,0.000338908,0.203385438,0.929310707,-0.23724897,-0.124691476,0.090671324,0.119873555
0.981175308,0.387431953,0.047614407,0.530180551,0.951749294,0.365318819,0.349965092,0.06521805,0.372727936,1.255232237,0.374108648,0.157243935,0.021887361,-0.00221759,0.228808022,0.935717523,-0.2210107,-0.116506574,0.093155594,0.125730226
0.94815117,0.408040507,0.052918761,0.554514404,0.893443744,0.372281374,0.375107787,0.065254851,0.347940858,1.201213927,0.383677691,0.155194069,0.022418718,0.000626521,0.197557155,0.97434831,-0.202329555,-0.105900411,0.139475342,0.125897019
0.982999176,0.399903787,0.054361264,0.529466674,0.934667575,0.373724699,0.351535547,0.06543904,0.335408449,1.247209621,0.357886741,0.14654429,0.022473251,-0.002181631,0.198270808,0.988860266,-0.217718222,-0.105005131,0.171378117,0.127270909
1.034177677,0.378005659,0.055636786,0.519147144,1.012841594,0.407439359,0.352773188,0.064996882,0.355439225,1.297941668,0.350347043,0.14009682,0.022841383,-0.007793672,0.20549659,0.985862995,-0.21596632,-0.100361126,0.206669147,0.128259843
1.096639034,0.317437012,0.05759392,0.482121499,1.066126897,0.492129913,0.374644197,0.064407326,0.368229635,1.39157115,0.315617548,0.124858657,0.023291395,-0.004657498,0.245878638,0.902264047,-0.223021419,-0.093805738,0.199372286,0.150355896
1.086413724,0.273504518,0.056841644,0.503682801,1.02251031,0.515310024,0.406000474,0.062742889,0.393438539,1.378736554,0.33583626,0.157130158,0.023523354,0.004032669,0.236260585,0.965658571,-0.209255284,-0.100200322,0.195848368,0.138026398
1.139725552,0.268017569,0.058646161,0.498127738,1.067565222,0.513440455,0.430660281,0.063112153,0.389782506,1.495431526,0.306934878,0.158280721,0.023946391,0.006563251,0.252136358,0.94614019,-0.207298178,-0.103222691,0.193349134,0.154606537
1.16293056,0.273756878,0.060857755,0.478947767,1.053202622,0.527720078,0.382555048,0.086202444,0.373333273,1.490698781,0.288749846,0.183263282,0.024260433,0.001062255,0.248732953,0.913104643,-0.22010608,-0.102181615,0.168195356,0.169808158
1.052678979,0.262575115,0.057537213,0.489054483,1.018281927,0.511255158,0.350320895,0.084812994,0.3629397,1.268812064,0.289781861,0.153471628,0.024861324,0.007625975,0.24150024,0.962441014,-0.214842782,-0.09471141,0.188059514,0.161784879
1.22807371,0.178700665,0.061627754,0.425433085,1.137697097,0.550488474,0.344741354,0.078894614,0.378865873,1.443284537,0.381847351,0.192488733,0.022845001,-0.017168163,0.295650266,0.829165659,-0.240390255,-0.101252055,0.187903383,0.174171837
1.334683081,0.123008933,0.059529349,0.401027898,1.178930567,0.573376794,0.352671029,0.069884186,0.411408578,1.4944744,0.39044421,0.230843801,0.023145809,-0.039741463,0.370811179,0.803007591,-0.244763941,-0.104877168,0.178789867,0.198126715
1.228253186,0.178058137,0.065514543,0.382314559,1.198133511,0.563442676,0.303669444,0.063661978,0.389837204,1.493815501,0.351725145,0.258209345,0.018662326,-0.038511066,0.32495837,0.807304979,-0.263287786,-0.103706088,0.1749949,0.186955956
1.216031865,0.163326664,0.06846573,0.388337726,1.197850984,0.574920542,0.317333122,0.059171063,0.389543739,1.512353832,0.38120655,0.304601015,0.030992018,-0.04115929,0.325286706,0.835621766,-0.259781655,-0.09403336,0.170621682,0.149555417
1.258745388,0.139467667,0.069137553,0.407391635,1.185737809,0.579664348,0.251529903,0.059947581,0.405480834,1.567869955,0.380873632,0.330306797,0.03114332,-0.055123446,0.210754358,0.865837513,-0.292610615,-0.0985818,0.194324574,0.150049642
1.373460412,0.173107834,0.067347725,0.44467728,1.200276148,0.60739653,0.227022157,0.05819157,0.423779957,1.640034879,0.442246972,0.336578593,0.031267406,-0.069448573,0.176636088,0.92713121,-0.320440222,-0.127772796,0.251421109,0.15307013
1.324450524,0.119241301,0.068753948,0.506828506,1.339288411,0.608032744,0.171720615,0.033405063,0.436365735,1.601064175,0.483624673,0.297797149,0.03536427,-0.079154932,0.132326699,1.00448608,-0.359001323,-0.13672833,0.251262037,0.154575858
1.407574205,0.140416845,0.071406412,0.480977449,1.381049005,0.596440383,0.228546048,0.038710248,0.463374828,1.59934721,0.479765934,0.284164542,0.035861404,-0.091942749,0.224502474,0.990328925,-0.327189659,-0.134164316,0.242596617,0.152929842
1.445204615,0.156220345,0.073513502,0.481122628,1.49926516,0.526089523,0.242783821,0.033910321,0.493213122,1.618244587,0.486219853,0.243266797,0.036400077,-0.086823923,0.219825071,0.989825496,-0.324983901,-0.133536599,0.212917214,0.152993899
1.471932291,0.132712654,0.073375725,0.50439687,1.604392,0.515019142,0.250134139,0.034573922,0.505252378,1.558256948,0.493731777,0.214367244,0.036469194,-0.08894661,0.20046256,0.986111273,-0.342267789,-0.133007479,0.178836194,0.163923379
1.432455419,0.120983478,0.074586302,0.491773569,1.620382176,0.539683951,0.27615704,0.037995161,0.552332228,1.47183504,0.486539386,0.236445605,0.036648828,-0.081097919,0.293440538,0.980904037,-0.323881874,-0.139780593,0.177901386,0.161171622
1.227033723,0.084591417,0.075543323,0.408331351,1.437209909,0.495731778,0.283403647,0.032345683,0.520379727,1.384330443,0.413081549,0.190080186,0.037035724,-0.050644103,0.237668959,0.85918678,-0.293355151,-0.163655782,0.152931134,0.067857146
1.033446268,0.089861654,0.070575312,0.477373516,1.275603089,0.589486372,0.261211124,0.036518025,0.42630898,1.269588667,0.290009426,0.218688362,0.041071665,-0.039396868,0.154103062,0.98546417,-0.276859035,-0.179639169,0.167841245,0.094723557
0.676279202,-0.055924218,0.072511566,0.332167755,0.923479889,0.520020098,0.158181986,0.025303007,0.236176399,0.962506766,0.125620319,0.172509055,0.045437868,-0.004126399,-0.03661771,0.770165312,-0.248171701,-0.156346773,0.130963551,-0.010650941
0.656834985,-0.0753522,0.072871444,0.334990716,0.916719558,0.507816202,0.121714065,0.023745661,0.193690389,0.854175183,0.082966652,0.173535433,0.046732726,0.01228111,-0.049009598,0.678688803,-0.218299628,-0.163643762,0.124797654,0.038047832
0.775684007,-0.06986819,0.073120648,0.46119271,1.048194061,0.554692098,0.064070708,0.018381261,0.153559409,0.982472729,0.086302505,0.212720154,0.046732559,0.059817229,0.040932847,0.734399515,-0.337035802,-0.174714003,0.152838697,-0.028618534
0.616179703,-0.073530403,0.073826234,0.342471747,0.656270595,0.554279108,0.054544378,-0.022097415,0.118277971,0.706099372,0.102201016,0.220336767,0.046913857,0.009922688,-0.053419432,0.628982333,-0.283954299,-0.189369405,0.149848966,-0.025562602
